Report generated on: 09-17-2020 15:59:44
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"INTL.7-2-JAM-TST.A","        Jamaica","0","0","0","0","0","0","0","0","8.81848","61.72936","57.32012","56.21781","72.75246","60.62705","58.42243","60.62705","70.54784","73.85477","78.26401","79.36632","68.894375","58.42243","97.00328","93.69635","72.75246","65.03629","35.27392","39.68316","52.91088","56.21781","50.70626","61.839591","58.753123","98.546514","104.058064","106.92407","80.46863","105.29265",""
"INTL.7-2-JPN-TST.A","        Japan","96447.36907628851","106762.90395172409","106338.60060177051","104054.06542122779","116787.31937555449","122748.80170877457","117894.25912","117759.7773","127402.0354368454","127103.63980816575","133916.78985774508","135635.59225239806","134110.13717770015","137667.5042186922","142641.51613769782","148439.2676854611","151018.93737795393","154087.6142158391","148345.63869045436","154915.0755715831","165059.74850478847","170492.51925858392","177550.2057160383","185285.7749214313","189605.63805847848","197015.4294374988","194600.80551943273","202108.24029042484","192597.7975103426","181000.78132624016","194699.15425241465","188925.04136477318","198279.56775406157","212818.58246000495","214856.75364999997","212332.46375000002","212365.53304999997","213536.31303564998","209891.92074993998"
"INTL.7-2-JOR-TST.A","        Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03010629072","1.6093726","0.8598018","0.110231","0.32660232759","0.21507501103","0.10354769447","0.07495708","0.08799410037","1.17416628197","2.36205522113","1.59924678034","0.83643833955","1.67811595853","6.1932074809","2.38794848303","18.23072809998","166.84013225462","249.12206","224.872056","365.96692","278.88443","242.5082","171.96036",""
"INTL.7-2-KAZ-TST.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","97374.75847","88771.22892","86835.57257","71457.24575","63942.79849","53573.36831","53663.75773","50247.69903","51351.11135","51898.95941","55116.60231","61939.90122","68504.15726","70291.00176","75657.04685","80189.74558","93502.34345","83975.07811","90875.53871","97718.6792","99173.72839","98450.61303","91382.6013","84313.48728","87226.89261","94787.63690000001","97413.33932"
"INTL.7-2-KEN-TST.A","        Kenya","17.63696","100.31021","50.70626","35.27392","91.49173","99.2079","93.69635","101.41252","124.56103","144.40261","166.44881","166.44881","174.16498","144.40261","134.48182","171.96036","158.73264","162.03957","131.17489","127.86796","117.94717","117.94717","176.3696","165.3465","192.90425","159.83495","213.84814","196.21118","195.10887","169.75574","165","271.546165","378.09233","417.77549","518.0857","548.95038","541.2342","510.36952",""
"INTL.7-2-KIR-TST.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-XKS-TST.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","8192.367920000042","9356.407279999985","9811.661309999992","9486.479859999974","8897.84631999997","9212.00467","8045.76069","9234.050869999997","9977.00781","8392.71166019","8510.592691589998"
"INTL.7-2-KWT-TST.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02084027286","0.0767538453","0.13621575363","0.07699304657","0.12387098394","0.62384683295","1.12382268196","0.90845004723","0.57311742444","1.097073476345","1.62102952825","24.72411664008","262.55360483517","290.94475079912","405.7135951022","421.64613692476","387.1088730608","265.07888",""
"INTL.7-2-KGZ-TST.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","2734.8311","2444.92358","2236.58699","873.02952","1280.88423","1352.53437","1343.71588","1341.51126","1242.303370000001","870.8249100000019","1369.069019999993","1621.4980099999955","1500.243909999989","1440.719170000017","1369.0690199999992","1564.177900000012","2167.1414599999557","1908.0986100000289","1860.699279999974","2016.1249900000128","2831.8343900000364","2228.870819999993","2813.095120000047","2897.9729999999972","2447.1282099999703","2353.4318499999536","3230.870609999955"
"INTL.7-2-LAO-TST.A","        Laos","0","0","0","0","0","0","0","0","0","0","3.30693","5.51155","9.92079","15.43234","20.94389","25.35313","55.88712","66.24883","76.61055","15.9835","16.85432","21.88085","34.63458","42.2295","51.22435","55.66666","93.89477","99.2079","137.54624","185.69514","317.80699","419.451","471.90994","892.8711","947.42442","5283.58126","14471.25696","14224.56473","14347.91084500012"
"INTL.7-2-LVA-TST.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","730.831530000011","660.283689999998","468.481750000001","277.7821199999969","263.4520900000026","216.052759999999","160.9372599999921","138.8910600000036","106.9240699999994","139.9933699999955","112.4356200000071","111.3333100000053","108.0263800000005","132.277199999992","143.3003000000013","178.5742200000032","178.5742200000032","143.3003000000013","184.0857700000027","189.5973200000025","153.2210899999987","133.37951000000004","112.43562","89.28711","67.86134408119","72.05181853628","86.14773111999997"
"INTL.7-2-LBN-TST.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","122.35641","123.45872","203.92735","244.71282","250.22437","212.194675","195.93089072957","162.03014645915","154.58955395915","147.14896145915","73.8359229183","87.4511710138","86.1824623615","84.9137537092","88.26300403999","91.61225437078","130.68666808252","210.1658954912","280.32239229269","261.6153416246","188.52998409167978","224.46791","177.46954113581","135.9758384859632","128.70793",""
"INTL.7-2-LSO-TST.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-LBR-TST.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-LBY-TST.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-LTU-TST.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","725.3199799999938","649.2605899999973","531.3134200000019","410.059320000003","372.580780000002","288.8052200000043","244.7128199999965","196.211180000001","144.40261000000206","128.97026999999994","232.58738601119185","298.72601","291.00984","316.3629700000001","439.82169","417.77548999999993","357.14843999999","266.7590200000001","330.693","367.06922999999995","345.0230299999999","393.63459896706","342.31646211840007","277.5801434825744","272.4141871965187","278.44350599999996","294.71580621999993"
"INTL.7-2-LUX-TST.A","        Luxembourg","412.26394","352.7392","315.26066","184.08577","213.84814","219.35969","201.72273","230.38279","181.88115","217.15507","217.15507","223.76893","306.44218","305.33987","346.12534","239.20127","266.75902","213.84814","167.55112","168.65343","189.59732","210.54121","125.66334","94.79866","138.89106","134.48182","162.03957","133.37951","126.76565","114.64024","112.43562","98.10559","90.38942","82.67325","93.69635","80.46863","89.19811530582","74.60764773","69.94818336"
"INTL.7-2-MAC-TST.A","        Macau","0","0","0","0","0","0","0","0","0","0","2.31485","0.03968316","0.05630819942","0.05842243","0.00716942424","1.90909509824","1.52104119277","1.46491754912","1.24282877456","1.02074","1.17396","1.13648","1.05381","1.51127","1.72512","1.34592","1.32608","1.46938","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-2-MDG-TST.A","        Madagascar","11.02311","13.22774","13.22774","12.12542","7.71618","4.40925","12.12542","13.22774","13.22774","14.33005","13","13","13","14","12","10","10","12","12","8","10","10","10","10","10","17.064","15.081","10.203","13.232","14.457","39.774","152.744","289.90753","469.58406","426.59397","377.4499368283","411.16163","394.62699",""
"INTL.7-2-MWI-TST.A","        Malawi","71.65024","52.91095","67.24099","59.52481","57.320185","67.79211","65.036335","66.207536875","68.34323","70.54786","68.6555505","63.93398","68.293246943182","69.44553","70.54784","69.44553","73.85477","70.9074886375","63.30127506","69.22994728941","76.90947603966","72.170152624683","72.613339697806","73.056526770929","67.617374463088","64.337332816968","66.1386","62.252032744886","62.0931223","60.62705","69.665992","65.784299785511","66.327279911023","91.161037","83.224405","95.28257409","85.915364172","97.37144",""
"INTL.7-2-MYS-TST.A","        Malaysia","92.59404000000022","173.06266999999997","163.14188000000627","408.3622699999958","449.1246399999975","460.287538053333","468.48090921879276","572.0978740103438","455.25289803265684","2093.2829723245623","2319.2553500335443","2731.5197732481547","2868.20596751088","2397.524250000056","2663.176701929536","2917.8104523509064","2932.1387993598096","2836.2391447774257","2743.6529799999726","2664.488242800002","3760.5889940000516","5397.067785936538","6826.123105431984","7125.296970245695","10653.09141311783","12038.327509999051","12367.918200000004","15457.693130000456","17104.54426999971","18282.913659999103","25839.248710000473","25829.327919999876","27770.495829999993","26344.247785679025","26852.271599999618","30434.77909999985","33023.00298000039","36318.90988000041","38430.65893972874"
"INTL.7-2-MDV-TST.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-MLI-TST.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-MLT-TST.A","        Malta","5.2910955","16.97559525","28.660095","57.32019","103.61727","132.277365","160.93746","200.62067","275.57784","261.2477925","300.931","267.86166","225.97383","227.86160310928","229.74937621856","41.613855965","0.75618466","0.00110231","0.87633645","0.53587147185","0.28335650167","0.03007322142","0.001984158","0.005291088","0.2895547908","0.2578082628","0.2260617348","0.27893293164","0.141316142","0.22130306253","0.04707525086","0.00191361016","0.00146056075","0.53800664632","0.00016755112","0.00411823016","0.05609765821","0",""
"INTL.7-2-MTQ-TST.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-MRT-TST.A","        Mauritania","6.61387","7.165025","7.71618","8.267335","8.81849","9.369645","7.9917575","6.61387","5.2359825","6.7172103125","6.61387","5.92492625","5.442663125","4.9604","4.064773125","4.40925","3.9315788333333","2.211894183295","1.1132162749425","0.01453836659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-MUS-TST.A","        Mauritius","0","0","0","0","27.55775","37.47854","61.72936","55.1155","44.0924","72.75246","61.72936","66.1386","67.24091","68.34322","69.44553","69.44553","44.0924","50.70626","78.26401","149.91416","278.88443","329.59069","345.02303","348.32996","318.56759","401.24084","534.62035","631.62363","718.70612","632.88136571","708.83934319","680.45265607","715.57225267","753.10590817","784.00255516","796.77943037","809.55630558","837.9683458299999","795.9967902699999"
"INTL.7-2-MEX-TST.A","        Mexico","4383.886869999995","3908.791260000006","4688.124429999936","5506.038450000034","5486.196870000008","5884.130780000007","6565.358360000068","6376.863350000037","5999.87332999997","6488.196659999932","8130.638559999934","8096.466949999997","7885.925739999877","9004.770390000058","10508.321229999976","11707.63450999994","13344.564860000035","13129.614410000075","13772.26114000007","13989.416210000014","13856.036700000172","15927.277190000252","17173.98979999997","20924.04842000043","18600.37894000079","23325.98190999931","25013.61852000011","23145.20307000003","20530.5237500002","20887.6721899997","25564.7735199998","28429.67720999975","25278.17291999978","25580.20585999955","24528.60212","26175.45326","22478.332233519744","21739.757819999995","19703.838649329995"
"INTL.7-2-FSM-TST.A","        Micronesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-MDA-TST.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","2655.46479","2451.53744","2386.50115","1449.53765","1238.99644","664.69293","602.96357","328.48838","266.75902","210.54121","265.65671","385.8085","205.02966","200.62042","209.4389","143.3003","218.25738","197.31349","205.02966","218.25738","210.54121","275.5774999999998","174.16498000000007","188.49501000000004","137.7887499999994","194.00744",""
"INTL.7-2-MNG-TST.A","        Mongolia","5513.44259999996","4461.928990000059","5626.838830000046","5753.485539999926","5619.164199999927","6797.94577000002","7514.447270000051","7937.734309999964","8384.1698600001","7988.440570000051","7329.259190000075","7707.351519999963","6855.265889999953","6243.483839999973","5695.63577000006","5736.421240000113","5664.77108999992","5550.130850000047","5496.1176600000545","5530.289269999994","5745.239719999992","5719.886589999893","6100.183539999974","5776.104400000061","5824.606040000032","6025.2264600000335","6537.80061000011","6702.044800000036","6631.4969599999695","7051.47706999978","8581.55413","8015.44779","8374.24907","8695.71512","8590.0036","8719.272099999998","9533.87919","10065.32268258","10785.541906773302"
"INTL.7-2-MNE-TST.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1609.3726","1244.50799","1873.927","1030.65985","2103.20748","2126.35599","1909.20092","1843.06232","1796.7653","1895.9732","1500.24391","1524.27427","1733.6029369999999"
"INTL.7-2-MSR-TST.A","        Montserrat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-MAR-TST.A","        Morocco","551.676123284872","704.7115705015075","748.2074958911633","988.3857392122299","932.748673677294","1103.119415128087","1517.0064849290893","1811.649464914612","1804.062549497979","1957.7756452596584","1955.4979399999993","2151.709119999994","1835.3461499999894","1898.1778199999978","2072.342799999996","2574.99616","2489.01598","2637.82783","3165.83431","2846.16441","3546.13127","4597.73501","4759.77458","4818.19701","5251.40484","5446.51371","5520.36848","5306.52034","4852.36862","4493.01555","4757.56997","5018.81744","5034.24977","4917.40491","6713.0679","7393.19317","7124.22953","7085.72216","8044.227563"
