Report generated on: 09-19-2020 19:43:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"","electricity installed capacity (million kW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.29-7-IRL-MK.A","        Ireland","0.224","0.224","0.225","0.225","0.226","0.226","0.221","0.222","0.222","0.222","0.223","0.226","0.226","0.226","0.227","0.227","0.232","0.233","0.233","0.236","0.37","0.379","0.393","0.469","0.599","0.771","1.01","1.243","1.298","1.536","1.648","1.913","2.006","2.319","2.602","2.77","3.112","3.71","3.97",""
"INTL.29-7-ISR-MK.A","        Israel","0","0","0","0","0","0","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.006","0.007","0.007","0.007","0.011","0.011","0.011","0.012","0.012","0.015","0.016","0.04","0.093","0.213","0.26","0.504","0.712","0.776","0.922","1.038","1.138",""
"INTL.29-7-ITA-MK.A","        Italy","15.826","15.766","16.877","17.125","12.166","12.16","12.419","12.435","12.495","12.547","12.582","12.692","12.718","12.788","12.864","12.964","12.999","13.06","13.058","13.417","15.204","15.544","16.009","16.58","16.959","17.604","17.63","18.619","20.183","22.88","26.607","37.929","43.824","46.01","46.672","47.565","48.635","49.521","50.633",""
"INTL.29-7-JAM-MK.A","        Jamaica","0.025","0.025","0.025","0.015","0.02","0.02","0.025","0.02","0.02","0.02","0.024","0.024","0.024","0.024","0.024","0.024","0.024","0.024","0.023","0.023","0.054","0.054","0.053","0.054","0.075","0.073","0.073","0.073","0.074","0.075","0.094","0.095","0.095","0.102","0.104","0.107","0.188","0.216","0.216",""
"INTL.29-7-JPN-MK.A","        Japan","18.276","19.002","20.718","19.571","19.909","19.982","21.342","20.829","21.135","20.41","20.825","20.911","20.999","21.02","21.067","21.171","21.222","21.277","21.477","21.555","24.156","24.032","24.509","25.729","26.458","27.397","28.644","28.347","28.794","29.633","31.643","33.057","34.111","39.843","47.375","57.251","67.937","74.303","85.554",""
"INTL.29-7-JOR-MK.A","        Jordan","0","0","0","0","0","0.011","0.011","0.011","0.011","0.007","0.007","0.007","0.007","0.006","0.006","0.006","0.006","0.006","0.006","0.01","0.012","0.012","0.0141","0.0142","0.0143","0.0144","0.018","0.018","0.018","0.018","0.018","0.018","0.0181","0.0181","0.0182","0.164","0.496","0.61","1.072",""
"INTL.29-7-KAZ-MK.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","2.233","2.233","2.233","2.233","2.23","2.23","2.23","2.032","2.032","2.26","2.26","2.263","2.263","2.34","2.341","2.341","2.351","2.361","2.361","2.512","2.662","2.6818","2.7334","2.8094","2.8554","2.902","3.087",""
"INTL.29-7-KEN-MK.A","        Kenya","0.354","0.354","0.354","0.354","0.354","0.354","0.354","0.354","0.498","0.497","0.604","0.604","0.604","0.604","0.604","0.604","0.604","0.603","0.6","0.674","0.749","0.862","0.764","0.807","0.832","0.83535","0.84735","0.84735","0.91435","0.94435","1.033","1.083","1.096","1.142","1.483","1.595","1.621","1.632","2.008",""
"INTL.29-7-KIR-MK.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0005","0.0006","0.0006","0.0006","0.002","0.002","0.002","0.002","0.002","0.002","0.0004","0.0004","0.0005","0.0005","0.0008","0.002","0.003","0.003","0.003",""
"INTL.29-7-XKS-MK.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.043","0.043","0.046","0.047","0.047","0.047","0.047","0.0471","0.081","0.121","0.14",""
"INTL.29-7-KWT-MK.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.002","0.003","0.041","0.041","0.041",""
"INTL.29-7-KGZ-MK.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","2.716","2.716","2.797","2.797","2.797","2.797","2.949","2.949","2.949","2.969","2.969","2.91","2.91","2.941","2.944","2.946","2.945","2.945","2.971","2.971","3.065","3.065","3.065","3.09","3.09","3.09","3.09",""
"INTL.29-7-LAO-MK.A","        Laos","0.155","0.155","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.23","0.23","0.23","0.23","0.3","0.3","0.3","0.415","0.415","0.415","0.622","0.622","0.624","0.673","0.673","0.681","0.681","0.681","0.681","1.805","2.52","2.57","2.9733","3.0203","3.3307","4.003","5.024","5.047","5.347",""
"INTL.29-7-LVA-MK.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","1.499","1.504","1.506","1.521","1.521","1.487","1.517","1.523","1.525","1.568","1.593","1.57","1.571","1.572","1.572","1.572","1.574","1.575","1.622","1.6422","1.7012","1.7612","1.7782","1.7822","1.778","1.796","1.796",""
"INTL.29-7-LBN-MK.A","        Lebanon","0.246","0.246","0.246","0.246","0.246","0.246","0.246","0.246","0.246","0.267","0.267","0.267","0.267","0.267","0.267","0.267","0.267","0.274","0.274","0.273","0.273","0.274","0.274","0.28","0.28","0.28","0.28","0.28","0.28","0.28","0.2803","0.276","0.225","0.288","0.295","0.301","0.321","0.301","0.307",""
"INTL.29-7-LSO-MK.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.075","0.076","0.076","0.076","0.076","0.076","0.076","0.076","0.076","0.076","0.08","0.08","0.08","0.08","0.08","0.08","0.0804","0.0804","0.0804","0.0804","0.0804","0.0804",""
"INTL.29-7-LBR-MK.A","        Liberia","0.081","0.081","0.081","0.081","0.081","0.081","0.081","0.081","0.081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0.004","0.004","0.004","0.004","0.03","0.092","0.093",""
"INTL.29-7-LBY-MK.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.002","0.003","0.003","0.004","0.004","0.005","0.005","0.005","0.005","0.005","0.005","0.005",""
"INTL.29-7-LTU-MK.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","0.106","0.106","0.108","0.108","0.108","0.108","0.108","0.112","0.137","0.14","0.132","0.138","0.141","0.148","0.188","0.211","0.218","0.268","0.3251","0.3503","0.473","0.559","0.577","0.726","0.804","0.824","0.857",""
"INTL.29-7-LUX-MK.A","        Luxembourg","0.029","0.029","0.029","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.034","0.034","0.034","0.034","0.034","0.034","0.034","0.039","0.039","0.039","0.061","0.058","0.061","0.081","0.106","0.106","0.107","0.107","0.118","0.12","0.124","0.149","0.196","0.22","0.233","0.247","0.309","0.327","0.333",""
"INTL.29-7-MAC-MK.A","        Macau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.29-7-MDG-MK.A","        Madagascar","0.045","0.045","0.105","0.106","0.106","0.106","0.105","0.106","0.106","0.106","0.106","0.106","0.106","0.106","0.106","0.106","0.105","0.105","0.105","0.105","0.105","0.104","0.106","0.105","0.105","0.106","0.104","0.105","0.149","0.149","0.1341","0.1343","0.1674","0.1694","0.1714","0.1734","0.1754","0.1774","0.1992",""
"INTL.29-7-MWI-MK.A","        Malawi","0.111","0.111","0.126","0.126","0.126","0.146","0.146","0.146","0.146","0.146","0.146","0.146","0.146","0.146","0.146","0.164","0.219","0.221","0.221","0.221","0.233","0.295","0.295","0.295","0.295","0.298","0.298","0.298","0.298","0.298","0.299","0.314","0.315","0.367","0.369","0.374","0.374","0.401","0.405",""
"INTL.29-7-MYS-MK.A","        Malaysia","0.649","0.674","0.767","0.954","1.035","1.04","1.251","1.422","1.437","1.437","1.457","1.454","1.545","1.577","1.66","1.76","2.232","2.025","2.104","1.814","2.408","2.474","2.462","2.472","2.455","2.465","2.566","2.677","2.699","2.788","2.853","3.788","4.142","5.078","6.026","7.469","7.859","7.977","8.122",""
"INTL.29-7-MDV-MK.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.0014","0.002","0.002","0.005","0.005","0.008","0.01","0.01",""
"INTL.29-7-MLI-MK.A","        Mali","0.04","0.04","0.04","0.04","0.04","0.045","0.045","0.045","0.045","0.045","0.045","0.045","0.045","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.09","0.114","0.15","0.155","0.156","0.188","0.188","0.188","0.189","0.191","0.191","0.191","0.205","0.232","0.24","0.241","0.242","0.244","0.244",""
"INTL.29-7-MLT-MK.A","        Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.002","0.01","0.019","0.031","0.058","0.0771","0.0981","0.1171","0.1321",""
"INTL.29-7-MTQ-MK.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0.004","0.005","0.005","0.005","0.005","0.005","0.019","0.031","0.053","0.065","0.067","0.068","0.0711","0.0731","0.073","0.113",""
"INTL.29-7-MRT-MK.A","        Mauritania","0.025","0.025","0.025","0.061","0.061","0.061","0.061","0.061","0.061","0.061","0.061","0.061","0.061","0.061","0.061","0.069","0.079","0.079","0.082","0.082","0","0","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.069","0.069","0.102","0.119","0.169","0.17",""
"INTL.29-7-MUS-MK.A","        Mauritius","0.023","0.023","0.023","0.054","0.054","0.054","0.059","0.059","0.059","0.059","0.059","0.059","0.059","0.059","0.059","0.059","0.059","0.059","0.059","0.059","0.107","0.117","0.12","0.118","0.118","0.19918","0.12918","0.13918","0.12918","0.164","0.165","0.1511","0.1421","0.1441","0.1601","0.171","0.183","0.191","0.192",""
"INTL.29-7-MEX-MK.A","        Mexico","6.061","6.619","6.619","6.6","6.6","6.6","6.6","7.621","7.824","7.836","7.88","7.993","8.068","8.171","9.121","9.329","10.034","10.034","9.703","9.634","10.849","10.976","10.982","11.12","12.041","12.075","12.36","13.141","12.96","13.34","13.61","13.586","14.853","15.23","16.61","17.325","18.922","19.444","22.115",""
"none","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.29-7-MDA-MK.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","0.064","0.064","0.064","0.056","0.056","0.064","0.064","0.064","0.064","0.06","0.06","0.06","0.059","0.059","0.056","0.056","0.064","0.064","0.064","0.064","0.064","0.0654","0.0664","0.069","0.072","0.072","0.072",""
"INTL.29-7-MNG-MK.A","        Mongolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","0.0002","0.00021","0.00021","0.0012","0.005","0.005","0.034","0.034","0.034","0.084","0.084","0.084","0.094","0.177","0.247",""
"INTL.29-7-MNE-MK.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.658","0.658","0.658","0.658","0.6586","0.6588","0.6589","0.652","0.653","0.654","0.654","0.727","0.773",""
"INTL.29-7-MSR-MK.A","        Montserrat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.29-7-MAR-MK.A","        Morocco","0.607","0.607","0.607","0.619","0.613","0.613","0.622","0.622","0.626","0.626","0.693","0.693","0.693","0.693","0.933","0.939","1.006","1.093","1.205","1.205","1.2657","1.361","1.3347","1.335","1.561","1.564","1.33","1.391","1.403","1.548","1.626","1.631","1.633","1.838","2.147","2.308","2.41","2.533","3.263",""
"INTL.29-7-MOZ-MK.A","        Mozambique","1.513","1.513","1.526","1.526","1.526","1.526","1.526","1.526","2.078","2.078","2.078","2.078","2.078","2.078","2.078","2.109","2.109","2.109","2.109","2.18","2.194","2.198","2.15","2.15","2.15","2.179","2.179","2.264","2.193","2.193","2.193","2.195","2.203","2.206","2.208","2.211","2.214","2.229","2.231",""
"INTL.29-7-NAM-MK.A","        Namibia","--","--","--","--","--","--","--","--","--","--","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.249","0.252","0.253","0.254","0.2535","0.2565","0.3435","0.3455","0.3485","0.3595","0.3865","0.4023","0.4343",""
"INTL.29-7-NRU-MK.A","        Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0002","0.0002","0.0002","0.001","0.001","0.001",""
"INTL.29-7-NPL-MK.A","        Nepal","0.053","0.113","0.119","0.128","0.129","0.148","0.162","0.165","0.16","0.232","0.232","0.233","0.238","0.238","0.238","0.262","0.262","0.262","0.262","0.334","0.334","0.384","0.584","0.584","0.575","0.554","0.56","0.566","0.667","0.668","0.669","0.695","0.7151","0.7511","0.7721","0.8231","0.8441","0.9931","1.1131",""
"INTL.29-7-NLD-MK.A","        Netherlands","0","0","0","0","0","0.002","0.002","0.002","0.002","0.025","0.037","0.037","0.037","0.037","0.037","0.037","0.037","0.037","0.037","0.037","1.068","1.174","1.484","1.684","2.068","2.722","3.03","2.925","3.602","3.7","3.924","4.139","4.419","4.909","5.202","6.167","7.544","8.349","9.638",""
"INTL.29-7-NLDA-MK.A","        Netherlands Antilles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.02","0.02","0.02","0.041","0.041","0.041","0.041","0.041","0.058","0.058",""
"INTL.29-7-NCL-MK.A","        New Caledonia","0.068","0.075","0.075","0.075","0.075","0.075","0.075","0.075","0.075","0.078","0.078","0.078","0.078","0.078","0.078","0.078","0.078","0.078","0.078","0.078","0.082","0.083","0.083","0.083","0.091","0.101","0.107","0.118","0.118","0.118","0.119","0.12","0.119","0.119","0.119","0.1232","0.1252","0.144","0.149",""
"INTL.29-7-NZL-MK.A","        New Zealand","3.952","3.994","3.992","4.295","4.427","4.648","4.648","4.649","4.649","4.646","4.619","4.619","5.051","5.059","4.984","5.259","5.12","5.158","5.159","5.39","5.732","5.798","5.868","5.905","6","6.073","6.075","6.25","6.395","6.526","6.669","6.768","6.858","6.946","7.148","7.186","7.198","7.214","7.283",""
"INTL.29-7-NIC-MK.A","        Nicaragua","0.103","0.103","0.103","0.103","0.103","0.103","0.103","0.103","0.103","0.106","0.106","0.106","0.106","0.106","0.106","0.106","0.106","0.103","0.103","0.103","0.1971","0.1871","0.2232","0.2473","0.3035","0.3137","0.314","0.3125","0.3144","0.3549","0.379","0.39","0.554","0.558","0.599","0.6187","0.6827","0.6925","0.6925",""
"INTL.29-7-NER-MK.A","        Niger","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0005","0.0006","0.0006","0.0007","0.0008","0.001","0.001","0.001","0.001","0.001","0.002","0.003","0.004","0.005","0.006","0.007","0.008","0.009","0.02",""
"INTL.29-7-NGA-MK.A","        Nigeria","0.78","0.85","0.85","1.21","1.21","1.3","1.3","1.3","1.3","1.62","2.418","2.419","2.341","2.341","2.341","2.341","1.938","1.938","1.938","1.938","1.943","1.943","1.944","1.945","1.945","1.945","1.945","1.945","1.945","2.087","2.088","2.118","2.133","2.135","2.138","2.139","2.141","2.142","2.142",""
"INTL.29-7-NIU-MK.A","        Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0001","0.0001","0.0003","0.0003","0.0003","0.0003","0.0003",""
"INTL.29-7-PRK-MK.A","        North Korea","4","4","4","4.5","4.5","4.5","4.6","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3.9","4.001","4.002","4.303","4.304","4.305","4.5082","4.7102","4.812","4.812",""
"INTL.29-7-MKD-MK.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","0.426","0.426","0.413","0.423","0.423","0.434","0.434","0.434","0.434","0.436","0.436","0.448","0.516","0.54","0.545","0.546","0.552","0.553","0.555","0.558","0.599","0.61","0.669","0.69","0.719","0.735","0.74",""
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.29-7-NOR-MK.A","        Norway","19.443","20.963","21.789","22.37","22.628","23.076","23.555","24.358","24.453","25.728","25.817","25.823","25.963","25.983","26.215","27.379","27.494","27.327","26.982","27.54","26.846","26.404","26.857","27.217","27.034","27.632","27.835","28.147","28.63","28.789","28.987","29.358","30.091","30.729","30.979","31.039","31.38","31.806","32.872",""
"INTL.29-7-OMN-MK.A","        Oman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.002","0.002","0.008","0.008",""
"INTL.29-7-PAK-MK.A","        Pakistan","1.847","1.947","2.547","2.548","2.897","2.897","2.897","2.897","2.897","2.898","2.898","2.898","3.33","4.626","4.726","4.826","4.826","4.826","4.826","4.826","5.226","5.255","5.268","6.713","6.724","6.78","6.79","6.815","6.942","6.945","7.02","7.035","7.147","7.576","7.945","8.134","8.69","9.302","12.984",""
"INTL.29-7-PSE-MK.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.003","0.012","0.025","0.0354","0.0364",""
"INTL.29-7-PAN-MK.A","        Panama","0.251","0.251","0.251","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.551","0.553","0.623","0.623","0.711","0.843","0.843","0.917","0.857","0.803","0.826","0.86","0.871","1.141","1.464","1.488","1.654","1.946","2.065","2.24","1.947",""
"INTL.29-7-PNG-MK.A","        Papua New Guinea","0.1","0.1","0.105","0.115","0.125","0.14","0.14","0.16","0.155","0.155","0.155","0.155","0.155","0.155","0.155","0.219","0.219","0.219","0.219","0.219","0.234","0.237","0.239","0.245","0.221","0.251","0.251","0.271","0.309","0.309","0.3093","0.3053","0.3063","0.3083","0.3083","0.309","0.309","0.309","0.309",""
"INTL.29-7-PRY-MK.A","        Paraguay","0.19","0.19","0.19","0.54","1.24","1.59","3.34","4.39","5.44","5.79","6.49","6.49","6.49","6.49","6.49","6.87","7.108","7.39","7.39","7.39","7.39","7.41","7.41","7.41","7.41","7.41","8.11","8.13","8.13","8.81","8.81","8.81","8.81","8.85","8.85","8.85","8.85","8.85","8.85",""
