Report generated on: 09-18-2020 10:45:13
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.26-3-ABW-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-ABW-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-ABW-TCF.A","        Gross natural gas (tcf)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-AUS-BCF.A","            Dry natural gas (bcf)","313","366","403","422","441","463","516","532","555","570","723","753","804.793535","863.8","932.45726","1033.3169","1064.67662","1056.20102","1096.67201","1116.413095","1159.002985","1185.206715","1234.96555","1204.418075","1210.5982","1265.6896","1323.782775","1397.167345","1437.638335","1492.447215","1859.370065","1991.69537","1907.610355","2179.818375","2212.20223","2373.23863","3068.3883389","3717.2606367","4316.893648289999","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-AUS-BCF.A","            Dry natural gas (bcf)","322","368","407","413","440","463","516","532","555","570","625","584","603.709925","630.16","661.30869","709.69024","719.189975","717.989265","751.64446","759.095925","796.953605","841.097355","923.76977","969.855845","1004.111395","1014.140855","1019.12027","1132.1989","1153.493845","1211.86954","1226.91373","1246.47824","1291.89333","1332.36432","1360.157225","1406.9496","1528.4908454","1597.9548603","1603.38259491182","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-AUS-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","2.295475","0.77693","0","45.732925","205.003575","193.632145","228.20553","199.282545","230.46569","205.215465","230.147855","245.01547","225.062495","222.8004423","204.2955395","206.38286119976473","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-AUS-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","98.6","168","201.08361","233.64","271.14857","323.62666","345.486645","338.211755","345.02755","357.31717","362.04938","344.10936","347.28771","375.89286","380.095345","508.571315","577.7534","688.35998","656.92963","740.096455","858.08387","958.484415","906.11227","1128.80866","1116.483725","1202.97016","1769.9021346","2400.4814178","2981.210470480001","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-AUS-TCF.A","        Gross natural gas (tcf)","31","30","18.7","17.768","17.682","17.85","18.22","18.68","18.61","16.633","16.467","15.433","15.057","18.254","19.607","19.606","20.082","19.429","19.429","44.638","44.638","44.638","90","90","90","29","27.64","30.37","30","30","110","110","27.85","43.037","43.037","30.4","30.4","70.23","113.53","113.53","113.53"
"","Austria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-AUT-BCF.A","            Dry natural gas (bcf)","75","51","47","43","45","41","39","41","44","47","45","47","51","53","47.85","52.34","52.68998","50.42982","55.37392","61.4481","63.743575","61.16558","66.3922","73.843665","69.323345","61.02432","67.769485","68.86425","57.06904","58.093175","60.10613","59.223255","63.672945","51.171435","46.651115","44.602845","41.8832342","44.8143543","36.412292","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-AUT-BCF.A","            Dry natural gas (bcf)","186","159","154","157","175","188","182","190","181","195","215","228","223.8971","235.48","242.37","262.04","281.495865","271.28983","278.529405","284.56827","271.78424","287.81725","291.06623","314.72728","310.98389","353.538465","331.996315","313.10279","330.83092","318.5413","349.47724","329.8421","315.22169","303.49711","277.046175","295.621865","308.7211074","335.1011883","313.546387","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-AUT-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","184","181","180.84811","190","176.01","224.74","232.09018","212.772875","219.765245","216.33969","219.58867","222.34324","231.419195","284.28575","296.893205","347.99401","381.68452","353.609095","359.93048","378.965265","438.435725","472.550015","500.48418","366.534385","357.3878","405.380885","509.7323798","494.5823735","458.844084999999","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-AUT-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0.57","0","0","0","0","0.63567","14.514465","18.85821","36.339135","52.937185","38.1402","92.31341","98.10507","70.453425","102.166295","175.338975","128.440655","225.3097","139.98866","89.311635","190.948205","244.9074445","192.2885415","183.607928","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-AUT-TCF.A","        Gross natural gas (tcf)","0.406","0.365","0.345","0.337","0.53","0.53","0.52","0.42","0.42","0.42","0.4","0.403","0.388","0.569","0.669","0.777","0.777","0.77","0.858","0.855","0.915","0.915","0.915","0.844","0.53","0.53","0.53","0.57","0.57","0.57","0.57","0.57","0.57","0.382","0.341","0.301","0.279","0.247","0.23","0.219","0.197"
"","Azerbaijan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-AZE-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","--","--","--","--","--","--","275.457","240.142","225.31","231.99","236.61","210.4774","197.41085","211.89","199.8829","202.0018","181.87225","181.16595","176.92815","205.5333","240.8483","358.8004","541.0258","541.7321","552.3266","542.08525","568.21835","589.7605","618.0125","635.67","617.3769854","598.5542503","634.442852","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-AZE-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","--","--","--","--","--","--","522.66","388.47","331.96","317.84","328.43","323.4854","197.41085","211.89","199.8829","237.3168","319.9539","324.898","351.0311","366.5697","399.0595","313.5972","351.0311","344.6744","368.6886","328.78265","372.57325","334.43305","354.20945","384.2272","376.8817424","365.4750943","373.70652170000005","406.13756455680004",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-AZE-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","--","--","--","--","--","--","247.21","144.79","105.95","84.76","91.82","113.008","0","0","0","35.315","138.08165","143.73205","174.10295","161.0364","158.2112","0","0","8.82875","8.82875","8.82875","19.42325","15.89175","10.5945","7.063","17.5867806","74.0903006","63.13498070000001","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-AZE-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.2032","189.9947","205.18015","192.46675","222.13135","215.06835","271.2192","274.39755","258.5058","255.1155888","283.6498664","320.726436699999","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-AZE-TCF.A","        Gross natural gas (tcf)","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","4.4","4.4","4.4","4.4","4.4","4.4","30","30","30","30","30","30","30","30","30","30","35","35","35","35","35","35","35","45"
"","Bahrain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-BHR-BCF.A","            Dry natural gas (bcf)","100","120","130","140","133","164","180","217","182","186","205","233","187.8758","233.7853","229.19","229.19","232.01955","281.46055","292.76135","296.99915","302.64955","314.3035","334.0799","339.7303","344.32125","378.22365","400.11895","416.0107","438.25915","440.7312","450.97255","445.6753","483.8155","519.1305","547.3825","547.3825","541.379001","561.1199183","567.7605325437245","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-BHR-BCF.A","            Dry natural gas (bcf)","100","120","130","140","133","164","180","217","182","186","205","233","187.8758","233.7853","229.19","229.19","232.01955","281.46055","292.76135","296.99915","302.64955","314.3035","334.0799","339.7303","344.32125","378.22365","400.11895","416.0107","438.25915","440.7312","450.97255","445.6753","483.8155","554.4455","547.3825","547.3825","541.379001","561.1199183","567.1169462734806","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-BHR-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-BHR-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-BHR-TCF.A","        Gross natural gas (tcf)","9","9","8.6","7.89","7.4","7.26","7.103","7","6.9","6.7","6.476","6.25","6.01","5.81","5.9","5.295","5.295","5.2","5.1","4.177","3.875","3.875","3.249","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","7.4","6.8"
"","Bangladesh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-BGD-BCF.A","            Dry natural gas (bcf)","50","60","65","69","95","100","113","131","150","164","162","173","206.2396","215.77","234.84","260.27","266.9814","269.45345","289.583","319.60075","342.5555","363.7445","391.9965","429.07725","462.6265","494.41","541.0258","574.57505","632.1385","692.174","710.89095","710.18465","777.98945","805.182","844.0285","948.60906648165","1039.1912719817","1042.8640007817","1040.7749743809943","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-BGD-BCF.A","            Dry natural gas (bcf)","50","60","65","69","95","100","113","131","150","164","162","173","206.2396","215.77","234.84","260.27","269.45345","269.45345","289.583","319.60075","342.5555","363.7445","391.9965","429.07725","462.6265","494.41","541.0258","574.57505","632.1385","692.174","710.89095","710.18465","777.98945","805.182","844.0285","948.60906648165","1039.1912719817","1042.8640007817","1076.4414950717983","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-BGD-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-BGD-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-BGD-TCF.A","        Gross natural gas (tcf)","8","8","7","7","7","7","11.8","12.71","12.72","12.715","12.36","12.7","25.6","25.4","25.2","25.2","10.087","10.163","10.884","10.615","10.615","10.615","10.615","10.615","10.6","10.6","5","5","5","5","6.9","6.9","6.489","6.489","9.344","8.5","8.23","7.253","6.56","5.957","4.46"
"","Barbados","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-BRB-BCF.A","            Dry natural gas (bcf)","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.9","1","1.20071","1.165395","1.69512","1.659805","1.62449","1.659805","1.589175","1.518545","1.306655","1.659805","1.33886934097421","1.13790315186246","1.024135","1.024135","1.05945","0.930600191021967","0.948705253104107","0.665361031518625","0.60108806112703","0.576646227316141","0.570309455587393","0.58298299904489","0.667171537726839","0.782138681948424","0.501510219675263","0.626435148042025","0.606473","0.526861","","",""
