Report generated on: 09-17-2020 15:54:42
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.5-2-PHL-TBPD.A","        Philippines","","","","","","","","225","212","208.999999998","195.000000001","167","152","158.3","189.3","196.1","230.5","234.9","235","259.7","285","303","327","346","364.2","382","370","354.1244939890713","347.7792832876712","334.28033863013684","331.62084712328726","334.3432852459019","312.8729424657534","299.2173402739728","306.0741150684928","310.94069617486326","292.5521008219179","315.607515616438","300.55977863013675","313.08782950819705","326.64175561643805","348.27259726027387","378","407","433","","",""
"INTL.5-2-POL-TBPD.A","        Poland","","","","","","","","386.8","346","318","325","314.442623","316.898632","330.575342","340.109589","340.065573","340.339726","280.109589","271.430137","278.721312","293.361644","304.230137","317.635617","361.4153","391.252056","403.808219","420.208219","411.234973","404.68767","406.432876","430.613698","454.136613","471.022448","502.271233","523.723289","539.507103","543.70411","567.589042","558.583562","533.283061","504.964385","504.39726","540.668492","582.172131","657.742466","679.873973","693.89863",""
"INTL.5-2-PRT-TBPD.A","        Portugal","","","","","","","","154.3","140","184","185","190.715847","179.863014","196.139727","192.161643","203.934427","249.156164","251.139725","252.060274","278.887978","265.509589","270.912329","290.30411","280.571038","298.175342","325.978081","336.852055","332.704919","333.873972","343.161645","325.983562","327.959017","336.920548","302.709589","307.991781","292.576503","276.071234","273.663014","256.361644","230.254098","234.161643","233.460275","237.350686","237.133879","241.936987","231.539726","250.320548",""
"INTL.5-2-PRI-TBPD.A","        Puerto Rico","","","","","","","","106.000000001","106.000000001","106.000000001","106.000000001","106.000000001","106.000000001","105.99999999999993","105.99999999999997","105.99999999999996","105.99999999999994","106","106.00000000000004","106.00000000000009","106.00000000000004","106.00000000000007","106.00000000000001","106.00000000000004","106.00000000000007","106.00000000000004","105.99999999999993","201.3548360655737","213.8641589041096","212.04521369863014","217.8092520547946","222.76292076502736","215.21369863013697","186.6635561643835","180.25419726027397","166.50096448087436","155.61562739726034","126.32391232876715","142.53403835616436","141.02299180327873","116.24924109589041","107.71506849315074","108.71506849315072","96.74601717144492","96.74601717144492","","",""
"INTL.5-2-QAT-TBPD.A","        Qatar","","","","","","","","16.999999998","18.000000001","20.999999999","22","24.000000002","25.000000001","27.67534","28.9","26.95","27.663","27.67","28","30","31.5","32.4","34.5","39.8","40.31824","41.5","59.2","50.63740983606562","63.412875616438356","92.07486027397259","88.19697643835612","81.5723715846995","96.01848328767127","121.89454136986303","138.92005726027392","172.4032601092895","184.8501293150684","196.60295397260285","185.73667726027392","228.0037595628415","216.790752830137","239.83799965479452","237.53762553150685","266.433045","293.771183","274.547018","",""
"INTL.5-2-REU-TBPD.A","        Reunion","","","","","","","","4.3","4.3","4.7","5.4","6","5.9","5.70603","6.40603","7.51459","8","8.54689","9.94877","10.4","13","13.5","13.3","13.3","13.3","17.1","17.1","14.894008196721304","14.889978082191783","15.284767123287665","15.526268493150686","17.20223497267759","16.39482465753424","15.280079452054792","14.540742465753423","16.255704918032784","16.95151506849315","18.587578082191772","18.042720547945205","16.636316939890705","15.98455068493151","16.779895890410955","17.800825","18.347557","18.386289","","",""
"INTL.5-2-ROU-TBPD.A","        Romania","","","","","","","","374","345.000000001","340","320","307","320","321.7","339.8","329.8","345","382.7","277.5","249.8","248.1","220.6","244.1","256.4","270.1","249.5","209.8","212.48165792349727","233.59287650273225","226.28448109589053","219.6053621917808","224.02327978142074","224.55977095890412","217.62662794520548","222.8103495890411","215.73361530054643","192.88095452054804","191.74679999999992","185.07941150684925","189.62862295081968","183.83503452054796","184.60230027397262","190.10863","198.238986","210.021726","","",""
"INTL.5-2-RUS-TBPD.A","        Russia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","4424","3272","2660.9","2782.3","2695.5","2593.8","2463.1","2537.3","2564.043273814207","2601.4340009315074","2576.3257458520548","2589.5849902465743","2583.508376306011","2619.7437039452057","2726.822822093151","2710.9208268712337","2847.2172411038246","2749.206919528767","2965.641449117808","3130.776540734247","3179.368419977996","3345.934492367123","3607.432985013699","3659","3495","3685","","",""
"INTL.5-2-RWA-TBPD.A","        Rwanda","","","","","","","","1.1","2.5","2.399999999","2.699999999","4.399999999","4.5","4.55473","4.49123","4.5","4.59123","4.9","5","5","4.6","4.7","4.8","4.8","4.8","4.8","4.8","3.745251312021861","3.739300450958901","3.735215976438354","3.6903575780821902","3.7065562896174797","3.6905379479452","3.7315919342465733","3.803839884931502","3.8983707377049206","4.055841643835621","4.370986301369855","4.92625589041096","5.385311475409836","5.775213698630134","5.9743131506849325","6.627911","6.681599","6.409559","","",""
"INTL.5-2-SHN-TBPD.A","        Saint Helena","","","","","","","","0.021726027","0.02","0.02","0.02","0.02","0.02044","0.02043","0.04215","0.04204","0.04215","0.04215","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.0204383561643836","0.0851912568306011","0.0848676712328767","0.0885767123287671","0.0873194520547945","0.0565822404371584","0.0715457534246576","0.065498904109589","0.0828145205479452","0.0670950819672131","0.0631229041095891","0.071834794520548","0.069993698630137","0.0773155737704918","0.0743150684931507","0.0705482191780822","0.065116","0.06541","0.0606379074781046","","",""
"INTL.5-2-KNA-TBPD.A","        Saint Kitts and Nevis","","","","","","","","0.4","0.4","0.4","0.4","0.4","0.4","0.34235","0.34235","0.36336","0.36353","0.36353","0.48471","0.48448","0.6","0.7","0.6","0.7","0.7","0.7","0.7","1.2905710382513664","1.3493041095890406","1.4566054794520542","1.459783561643835","1.6141311475409836","1.4741205479452077","1.5239698630137002","1.6078958904109564","1.6022540983606595","1.6399041095890454","1.651306849315064","1.704854794520546","1.6806284153005475","1.6765205479452092","1.698424657534248","1.742832","1.790663","1.531908","","",""
"INTL.5-2-LCA-TBPD.A","        Saint Lucia","","","","","","","","0.799999998","0.6","0.799999998","0.7","0.7","0.900000001","0.90297","0.97973","1.24121","1.2416","1.2416","1.2416","1.24121","1.2416","1.47338","1.47338","1.47291","1.47338","1.47338","1.4733972602739727","2.5055066475409826","2.755016522904106","2.452114972219177","2.7477756225205523","2.705728904371582","2.7893648482191775","2.8082760460273994","2.9007703975890458","2.9713838251366105","2.9140679460822","3.04105974345206","3.084711937095888","3.062541197032785","3.063420810958898","3.0955886136986317","3.112541","3.14522","3.269977","","",""
"INTL.5-2-SPM-TBPD.A","        Saint Pierre and Miquelon","","","","","","","","1","1","0.9","1","1","0.9","1.10791","1.40791","1.41029","1.71032","1.6086","1.51032","1.4","0.8","0.8166","0.5166","0.51655","0.3","0.4","0.4","0.4571857923497272","0.4584383561643839","0.4993150684931509","0.5635616438356165","0.541639344262295","0.5635616438356165","0.5635616438356165","0.5839999999999995","0.582404371584699","0.5839999999999995","0.6044383561643835","0.6085260273972605","0.598710382513661","0.6146575342465755","0.6499890410958903","0.6499890410958903","0.66","0.47388","","",""
"INTL.5-2-VCT-TBPD.A","        Saint Vincent/Grenadines","","","","","","","","0.3","0.3","0.3","0.3","0.3","0.3","0.25295","0.25295","0.29824","0.48473","0.50911","0.48473","0.5845","0.48473","0.88187","0.98187","0.88139","1.03777","1.13366","1.1336712328767125","1.0770866120218576","1.2838484931506848","1.3965249315068498","1.450530958904109","1.5817483606557385","1.5966383561643844","1.5986821917808225","1.6344438356164386","1.6166355595628414","2.2443746958904107","1.6167058868493156","1.497704090684932","1.8328108521857944","1.5087936972602742","1.6037410958904108","1.6210698630136948","1.619","1.318674","","",""
"INTL.5-2-WSM-TBPD.A","        Samoa","","","","","","","","0.7","0.7","0.8","0.8","1.000000001","0.8","0.7","0.7","0.7","0.9","0.9","0.9","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.9","1.1652841530054645","1.2186739726027398","1.2393698630136987","1.2816493150684927","1.285715846994536","1.3264684931506845","1.3890575342465754","1.4651616438356176","1.4993743169398912","1.5631397260273976","1.5831890410958902","1.6463232876712326","1.6427568306010927","1.6509961643835622","1.6830794520547947","2.362965","2.155307","2.680122","","",""
"INTL.5-2-STP-TBPD.A","        Sao Tome and Principe","","","","","","","","0.199999999","0.199999999","0.199999999","0.199999999","0.199999999","0.199999999","0.22117","0.22117","0.22112","0.22117","0.42117","0.44555","0.44543","0.44555","0.54555","0.54555","0.54543","0.54555","0.54555","0.5455616438356164","0.43393442622950906","0.4295863013698636","0.48010136986301344","0.5343726027397259","0.6130710382513656","0.6600410958904109","0.6861369863013703","0.7051945205479453","0.7732459016393439","0.830246575342465","0.9056383561643842","0.9334438356164393","0.9854234972677596","0.9881232876712335","0.9881232876712335","1.027442","1.068022","1.070155","","",""
"INTL.5-2-SAU-TBPD.A","        Saudi Arabia","","","","","","","","610.000000001","670","720","790.000000001","850.000000001","938.999999999","974","975","989.9","950.1","1108.1","1158.9","1228.9","1260","1278.1","1254.4","1332.7","1382.6","1438.5","1500.2","1568.9458797814204","1607.4497594520553","1657.0254032876708","1700.0134410958904","1852.032615792351","1936.5135999999998","2030.45368219178","2115.9954794520545","2263.367742076503","2472.6453356164384","2675.58628767123","2784.42621917808","2979.89945901639","2963.84498630137","3189.05202739726","3258.797998","3119.448054","3328","","",""
"INTL.5-2-SEN-TBPD.A","        Senegal","","","","","","","","17","17","17","15.999999998","20","19","19.5","19.2","16.3","16.9","17","15.7","19","19.6","23.4","25.3","25.3","23.5","25.2","27.8","31.59930273224041","34.58124493150686","33.67693698630134","33.328922739726075","35.62371038251369","36.99086246575338","36.22536767123288","38.18382465753427","39.293137704918024","36.38701369863016","37.9313928767123","39.74772931506853","38.527659016393486","39.7963068493151","43.35996821917808","47.9041","49","52","","",""
"INTL.5-2-SRB-TBPD.A","        Serbia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","89.97166666666654","91.67701369863022","86.1822677595629","83.53378082191779","80.82756164383561","80.50271232876709","70.62363387978144","73.72120547945205","70.16852054794525","72.73424657534252","74","75.123998","","",""
"INTL.5-2-SYC-TBPD.A","        Seychelles","","","","","","","","1.499999999","1.200000001","1.099999999","1.900000002","1.999999999","2.099999999","1.99491","2.10709","3.12792","3.25369","2.91917","3.30388","3.28248","3.3827","3.3827","3.50388","3.5036","3.71917","3.71917","3.719178082191781","6.020389890710387","6.491224931506845","5.679953150684933","5.625340000000007","7.908619125683064","7.154697534246581","7.59146821917808","6.273947397260276","6.826160491803283","7.40849523287671","6.733201643835613","5.746809863013695","6.5971027322404385","5.958139178082195","6.973240000000005","7.225152","8.048356","7.359211","","",""
"INTL.5-2-SLE-TBPD.A","        Sierra Leone","","","","","","","","5.000000001","5.000000001","5.400000001","5.000000001","5.000000001","5.500000002","5.80669","6.30705","7.00768","6.7079","6.80793","7.20822","5.2055","5.20571","5.4","5.70596","5.60594","5.90607","5.90611","5.906110520547945","2.792972267759559","3.57556019178082","3.579593424657534","3.7088915342465745","3.914942076502732","3.354346027397258","4.381036438356158","3.990736356164385","3.7771411475409855","3.95355972602739","4.232557534246576","5.393114520547949","6.177714207650268","7.364216712328766","8.06020575342465","6.439093","6.627997","6.167821","","",""
"INTL.5-2-SGP-TBPD.A","        Singapore","","","","","","","","202","214","221.999999999","220","235","227","257.4","285","302.6","329.2","363.2","376.7","412.9","445.8","512","492","585.6","630.7","668.1","710","718.0273424808738","764.9039977863013","758.7692906958896","773.8260427397264","822.1597431693996","856.4292361643829","933.8215967123291","990.0163780821923","1008.4603421912565","1028.2778608219187","1171.4969976547948","1265.6729797260282","1251.9141857923494","1249.122302465754","1235.508750684931","1267","1352","1403","","",""
"INTL.5-2-SVK-TBPD.A","        Slovakia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","64.490411","65.315068","64.643837","68.16779","73.69589","74.558857","69.80654266708704","66.765028","71.673973","80.071233","74.939726","74.57377","79.16862938587643","79.10715361916772","83.293152","85.590163","80.536987","83.6","82.969864","76.057376","77.232876","73.321462","79.330077","81.669399","90.284932","91.55662","85.114348",""
"INTL.5-2-SVN-TBPD.A","        Slovenia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","33.226775","39.983562","43.230137","47.59726","55.814208","54.819178","52.131508","52.454794","50.161202","52.065754","50.545205","51.263014","52.431694","53.682192","55.476712","55.276712","64.065574","54.830137","55.473974","55.00822","54.068306","51.383562","50.367124","49.408219","52.319672","53.750684","56.80274","53.632877",""
